open_time,open,high,low,close,close_time
1696550400000,27412.35494732,28238.98039821,27187.81569653,27945.02853448,1696636799999
1696636800000,27944.83875295,28036.40635447,27861.52224493,27971.27238018,1696723199999
1696723200000,27971.27598199,28103.93120572,27709.52676378,27933.23232317,1696809599999
1696809600000,27933.2331932,27997.05928925,27282.44443088,27600.92442107,1696895999999
1696896000000,27601.05216164,27740.11380141,27304.03180933,27396.29100335,1696982399999
1696982400000,27396.2918731,27477.74824011,26540.8671631,26872.63990346,1697068799999
1697068800000,26872.63903606,26942.89261992,26559.62619746,26761.62494855,1697155199999
1697155200000,26761.62494855,27113.90552105,26682.43233833,26864.76255052,1697241599999
1697241600000,26864.76081137,26984.98822499,26802.83787699,26855.3502456,1697327999999
1697328000000,26855.34850645,27296.82692271,26815.96994922,27166.55933266,1697414399999
1697414400000,27166.71937306,30078.22530495,27123.1354028,28518.96646957,1697500799999
1697500800000,28518.59439743,28623.46406421,28096.61501251,28407.87151423,1697587199999
1697587200000,28407.77550843,28975.37387182,28157.94828154,28329.92003288,1697673599999
1697673600000,28329.9224326,28915.13404797,28148.99144378,28733.81556257,1697759999999
1697760000000,28734.45043529,30232.50392784,28598.94636148,29685.04184145,1697846399999
1697846400000,29685.0208414,30367.54305512,29480.6664323,29923.35441963,1697932799999
1697932800000,29923.55730059,30228.5985681,29689.77362636,30006.37444713,1698019199999
1698019200000,30006.36203781,34902.59961024,29900.2051805,33088.34145642,1698105599999
1698105600000,33088.73640866,35223.07884866,32863.92129765,33931.63780394,1698191999999
1698192000000,33931.46819904,35140.46271259,33705.4167872,34505.65604385,1698278399999
1698278400000,34505.66169338,34837.33942877,33752.11844253,34162.26138302,1698364799999
1698364800000,34162.0669374,34249.50046156,33410.77669906,33907.4072009,1698451199999
1698451200000,33907.65335264,34476.94582766,33876.65385524,34091.69092095,1698537599999
1698537600000,34091.68371873,34761.16255532,33944.58805322,34539.7230942,1698623999999
1698624000000,34539.92955139,34861.9530665,34103.83274046,34494.34947662,1698710399999
1698710400000,34494.24764383,34732.51876633,34063.83133699,34656.5505955,1698796799999
1698796800000,34656.15616811,35620.84955809,34117.48886559,35440.57589469,1698883199999
1698883200000,35440.57509426,35951.58097063,34326.52194386,34946.28843157,1698969599999
1698969600000,34947.88945801,34950.79960904,34131.36341143,34736.76759016,1699055999999
1699056000000,34736.76678965,35280.72937984,34611.35569564,35088.18586715,1699142399999
1699142400000,35088.15088349,35396.25428031,34546.04915112,35044.81012155,1699228799999
1699228800000,35044.57920047,35300.00777719,34763.18469999,35055.24786708,1699315199999
1699315200000,35055.25022106,35916.77830672,34555.02800843,35427.57330178,1699401599999
1699401600000,35427.57646195,36099.68416746,35121.40752479,35637.16419754,1699487999999
1699488000000,35635.86408576,37976.54288525,35557.44266662,36701.32131177,1699574399999
1699574400000,36754.38211356,37533.07227645,36345.77646947,37307.82940825,1699660799999
1699660800000,37307.74852603,37408.26959508,36730.54813953,37134.53696274,1699747199999
1699747200000,37134.07310769,37224.46901834,36756.73969471,37065.71836469,1699833599999
1699833600000,37066.3450375,37408.75274089,36367.12970224,36485.71931468,1699919999999
1699920000000,36484.87405011,36758.98498146,34861.48903082,35558.27926985,1700006399999
